sentences,aos
fish is so very fresh.,"[([0], [], 1)]"
the prices were cheap compared to the quality of service and food .,"[([1], [], 1), ([9], [], 1), ([11], [], 1)]"
"top spot in town for vietnamese classics , better than places that cost a lot more.","[([5, 6], [], 1)]"
less wait time for me!,"[([1, 2], [], 1)]"
"the decor is really blah, and not at all hip or happening.","[([1], [], -1)]"
"having discovered ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.","[([18, 19], [], 1)]"
it appears to be the owner 's first venture and it shows.,"[([5], [], -1)]"
"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.","[([16], [], 1)]"
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,"[([3], [], -1), ([5, 6, 7], [], -1), ([14], [], -1)]"
they have a huge selection of different cream cheeses and all of their salads are great.,"[([7, 8], [], 1), ([13], [], 1)]"
the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,"[([1, 2], [], 1), ([7, 8, 9, 10, 11], [], 1)]"
the food was authentic.,"[([1], [], 1)]"
the dim sum is delectable while the prices are quite easy on the wallet.,"[([1, 2], [], 1), ([7], [], 1)]"
"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce , but it actually faired better than most nyc italian joints i've tried similar dishes at.","[([5], [], 1), ([7, 8, 9, 10, 11, 12, 13, 14, 15], [], 1), ([30], [], 0)]"
the worst excuse for japanese food i've ever encountered.,"[([4, 5], [], -1)]"
i ordered a chicken teriyaki dish and found that the chicken was extremely dry.,"[([3, 4, 5], [], -1), ([10], [], -1)]"
"we had reservations at 9pm, but was not seated until 10:15pm.","[([2], [], -1)]"
we had pam's special fried fish and it was amazing.,"[([2, 3, 4, 5], [], 1)]"
there is no excuse for such lousy service !,"[([7], [], -1)]"
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,"[([4, 5, 6], [], 1), ([19, 20], [], 1)]"
"so, a little inconsistency there but either way, both pizzas were really good.","[([9], [], 1)]"
"overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.","[([9], [], 0)]"
not enough wines by the glass either.,"[([2, 3, 4, 5], [], -1)]"
i had the duck breast special on my last visit and it was incredible.,"[([3, 4, 5], [], 1)]"
i must say it's a little pricey for the food because it was not as spectacular as the view.,"[([9], [], -1)]"
these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,"[([3, 4, 5], [], 1), ([12], [], 1)]"
"just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.","[([4], [], -1), ([7], [], 0)]"
no gimmicks here -- the food speaks for itself in its freshness and preparation.,"[([5], [], 1)]"
"we were worried we would have trouble getting in, but somehow managed to have a short wait .","[([16], [], 1)]"
my wife had the fried shrimp which are huge and loved it.,"[([4, 5], [], 1)]"
one should not go to lucky strike for the food .,"[([9], [], -1)]"
the service is awful--the last time i was there (and i do mean the last time) we were told that they needed our table so we would have to leave.,"[([1], [], -1), ([23], [], -1)]"
we could only get through an appetizer and cheese fondue .,"[([6], [], 0), ([8, 9], [], 0)]"
both times we waited well over a half hour for a table (even though we had reservations ).,"[([11], [], -1), ([16], [], -1)]"
"night without a reservation , we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.","[([3], [], 0), ([11], [], 0), ([18], [], 1), ([25], [], 1)]"
try the green curry !!!,"[([2, 3], [], 1)]"
we had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"[([3], [], 1), ([6], [], 1), ([13], [], 1)]"
we were also seated promptly at the time of our reservation and the service was very quick and professional.,"[([10], [], 1), ([13], [], 1)]"
"you rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","[([7], [], 1), ([10, 11, 12, 13], [], 1), ([17], [], 1)]"
the food there are sastifying.,"[([1], [], 1)]"
i highly recommend visiting this restaurant and having dinner and drinks !,"[([8], [], 1), ([10], [], 1)]"
the bar is very well stocked with interesting beers and well priced wines .,"[([1], [], 1), ([8], [], 1), ([11], [], 1), ([12], [], 1)]"
"last memorial day, i tried to make reservations but was told they were closed that weekend (interesting, but...).","[([7], [], -1)]"
the food was good.,"[([1], [], 1)]"
"great wine selection , gigondas is worth the price , and the house champagne is a great value.","[([1, 2], [], 1), ([4], [], 1), ([8], [], 0), ([12, 13], [], 1)]"
"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.","[([20], [], -1)]"
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way.,"[([10], [], 1)]"
i particularly love their yellowfun tuna and their mussel selection .,"[([4, 5], [], 1), ([8, 9], [], 1)]"
i love to visit murrays for my bagel fix.,"[([7], [], 1)]"
"we made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school italian scenery with lots of fun stuff to admire.","[([3, 4], [], 1), ([18], [], 1)]"
the place was nice and calm.,"[([1], [], 1)]"
cheese plate is a varied delight and great bargain at $10.,"[([0, 1], [], 1)]"
i could have drank 4 glasses of water and still been parched - so watch out.,"[([5, 6, 7], [], 0)]"
"when we sat, we got great and fast service .","[([8], [], 1)]"
"most of the servers are very attentive, friendly and quite attractive.","[([3], [], 1)]"
service is average.,"[([0], [], 0)]"
but they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual) .,"[([17], [], 1), ([20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], [], 1)]"
"they forgot a sandwich , didn't include plastic forks , and didn't include pita with the hummus platter .","[([3], [], 0), ([7, 8], [], 0), ([13], [], 0), ([16, 17], [], 0)]"
"the steak is good, the fish is good and the sushi was surprisingly great.","[([1], [], 1), ([5], [], 1), ([10], [], 1)]"
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded.,"[([14], [], 1)]"
"the service was poor, restaurant poorly lit, staff not very attentive and i would have rather eaten at a mcdonald's than this joint.","[([1], [], -1), ([7], [], -1)]"
"my gf and i still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .","[([14], [], 1), ([18], [], 1), ([23], [], 1)]"
we ended the dinner with a surprisingly light and flaky apple tarte tatin .,"[([3], [], 0), ([10, 11, 12], [], 1)]"
the buffet had a nice selection .,"[([1], [], 1), ([5], [], 1)]"
waitstaff are very friendly.,"[([0], [], 1)]"
service was slow had to wait to order and get food although not crowded.,"[([0], [], -1), ([10], [], 0)]"
will have to return to try the chocolate !,"[([7], [], 1)]"
"the food was below average, the service was pathetic, there was no ambience at all.","[([1], [], -1), ([6], [], -1), ([12], [], -1)]"
i really enjoyed the shows put on by the actors .,"[([4], [], 1), ([9], [], 1)]"
our first time in new york and we had to try a new york bagel .,"[([12, 13, 14], [], 0)]"
service was efficient courteous.,"[([0], [], 1)]"
the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,"[([1, 2], [], -1), ([4], [], -1), ([7], [], -1)]"
they are the best bagels i've had.,"[([4], [], 1)]"
i've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food .,"[([19], [], 0), ([21], [], 0)]"
"toons has recently been redone, so it's now a very attractive space .","[([11], [], 1)]"
"$160 for 2 filets , 2 sides , an appetizer and drinks .","[([3], [], 0), ([6], [], 0), ([9], [], 0), ([11], [], 0)]"
"while the prices are nothing special, the portions are huge.","[([2], [], 0), ([7], [], 1)]"
"its a nice quiet location to go eat a good meal , relax, be able to talk and have a very good time.","[([4], [], 1), ([10], [], 1)]"
"we arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the past!","[([3], [], 0)]"
"however, i think this place is a good hang out spot .","[([10], [], 1)]"
"the menu is prix fixe , so be prepared to spend at least $60 per person, but it is well worth itsuperb food .","[([1], [], -1), ([3, 4], [], 0), ([22], [], 1)]"
the wine list is extensive and impressive.,"[([1, 2], [], 1)]"
we had the most wonderful waitress .,"[([5], [], 1)]"
"while the staff at this little bistro is very friendly, i have never experienced more incompetency.","[([2], [], 1)]"
the quail was fantastic and unique and the pastas were full of flavor .,"[([1], [], 1), ([8], [], 1), ([12], [], 1)]"
the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,"[([1], [], 1), ([3, 4], [], 1), ([9], [], 1), ([11], [], 1)]"
the staff is courteous and friendly.,"[([1], [], 1)]"
decor is nice though service can be spotty.,"[([0], [], 1), ([4], [], -1)]"
"aside from the rushed service , we were very impressed with the food and the drinks .","[([4], [], -1), ([12], [], 1), ([15], [], 1)]"
make sure you have the spicy scallop roll .. .,"[([5, 6, 7], [], 1)]"
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar.,"[([14, 15, 16], [], 1)]"
and even with it's pub atmosphere they were great to my kids too!,"[([4, 5], [], 0)]"
this big draw is the all you can sushi here for $19.95!,"[([8], [], 1)]"
"some of the workers ignore me and talk to the female customers, other times, they've skipped my order .","[([3], [], -1), ([17], [], -1)]"
the specials are usually quite good too.,"[([1], [], 1)]"
they've the best desserts and mixed drinks as well as snack foods .,"[([3], [], 1), ([5, 6], [], 1), ([10, 11], [], 1)]"
try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato .,"[([2, 3, 4, 5], [], 1), ([10, 11, 12, 13], [], 1)]"
really cool stauff inside.,"[([2], [], 1)]"
"while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.","[([10, 11], [], 1), ([18], [], -1)]"
the best burger i have had in the village.,"[([2], [], 1)]"
we visited orsay during ny restaurant week and tried their $35 menu .,"[([11], [], 0)]"
i would have gotten some cole slaw and a knish if my stomach had more space.,"[([5, 6], [], 0), ([9], [], 0)]"
three of us arrived for dinner about 5:30 on a week night without reservations .,"[([5], [], 0), ([13], [], 0)]"
"the blond wood decor is very soothing, the premium sake is excellent and the service is great.","[([1, 2, 3], [], 1), ([9], [], 1), ([14], [], 1)]"
there is usually a wait but it is well worth it.,"[([4], [], 0)]"
your money could easily be better spent elsewhere (anywhere).,"[([1], [], 0)]"
"only drawback - they won't toast your bagel , and they don't make eggs for the bagel .","[([7], [], -1), ([13], [], -1), ([16], [], -1)]"
as always we had a great glass of wine while we waited.,"[([6, 7, 8], [], 1)]"
"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).","[([1, 2], [], 1)]"
"of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?","[([3], [], -1), ([15], [], 0)]"
service was very good and warm.,"[([0], [], 1)]"
for dinner i had the chicken tikka-masala and some garlic naan .,"[([1], [], 0), ([5, 6], [], 0), ([9, 10], [], 0)]"
cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really can't top the setting for a romantic dinner in nyc.,"[([25], [], 1), ([29], [], 1)]"
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went.,"[([0], [], 1), ([5], [], 1)]"
the food is nothing like its menu description .,"[([1], [], -1), ([6, 7], [], -1)]"
try the pad se-ew or chicken with cashew nuts for a memorable and repeatable experience.,"[([2, 3], [], 1), ([5, 6, 7, 8], [], 1)]"
it's just o.k. pizza .,"[([3], [], 0)]"
"the food is decent at best, and the ambience , well, it's a matter of opinion, some may consider it to be a sweet thing, i thought it was just annoying.","[([1], [], 0), ([8], [], 0)]"
"the service was a bit slow, but they were very friendly.","[([1], [], -1)]"
"leon is an east village gem: casual but hip, with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .","[([13, 14, 15], [], 1), ([18], [], 1), ([24], [], 1)]"
the food is above average for midtown and sligtly better than some of the other heartland breweries in the city.,"[([1], [], 1)]"
thius is a must for anyone who loves shabu-shabu .,"[([8], [], 1)]"
the food was absolutely horrible!,"[([1], [], -1)]"
food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,"[([0], [], 0)]"
"similar to other indian restaurants, they use the dinner special to attract customers at the door.","[([8, 9], [], 0)]"
"the people with carts of food don't understand you because they don't speak english, their job is to give you the delicious food you point at.","[([1, 2, 3, 4, 5], [], -1), ([22], [], 1)]"
"the crackling calamari salad , which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.","[([1, 2, 3], [], 1)]"
"not the greatest sushi place , but excellent for a $19.95 all you can eat.","[([3, 4], [], -1)]"
"shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.","[([5, 6], [], 0)]"
the thai ice tea was amazingly smooth and yummy!,"[([1, 2, 3], [], 1)]"
we've never had any problems with the staff but maybe we've been lucky?,"[([7], [], 1)]"
drinks way over priced .,"[([0], [], -1), ([3], [], -1)]"
the main downside to the place is the nazi-like guy running it who constantly complains about the noise level .,"[([9], [], -1), ([17, 18], [], -1)]"
what i didn't like was how the food came right after it was ordered.,"[([7], [], -1)]"
moderate prices .,"[([1], [], 0)]"
i think i've had some the best meals of my life at minnow.,"[([7], [], 1)]"
my biggest complaint was the un-tasty food although presented well.,"[([6], [], 0)]"
"most importantly, food is excellent.","[([2], [], 1)]"
"great roofdeck , nice group of 30 somethings, but no music , kind of quiet.","[([1], [], 1), ([10], [], -1)]"
"the best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.","[([10], [], 1)]"
"however, service was as plain as sesame crusted salmon i had.","[([1], [], 0), ([6, 7, 8], [], 0)]"
it's great to go for a quick lunch either alone or with a friend.,"[([7], [], 1)]"
the food was mediocre at best but it was the horrible service that made me vow never to go back.,"[([1], [], 0), ([11], [], -1)]"
so some of the reviews here are accurate about the crowd and noise .,"[([10], [], -1), ([12], [], -1)]"
"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting .","[([21], [], 1), ([23], [], 1), ([27], [], 1)]"
"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .","[([1], [], -1), ([26], [], -1)]"
"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!","[([11], [], 1), ([19], [], 1), ([24], [], 1)]"
"we only ordered desserts and drinks , but no refills were offered.","[([3], [], 0), ([5], [], 0)]"
waiters are slow but sweet.,"[([0], [], 0)]"
"i have been here a few times for dinner , once for brunch and twice for lunch .","[([8], [], 0), ([12], [], 0), ([16], [], 0)]"
"the real kicker of the menu , however, is the beef cubes or the chicken with chili and lemon grass .","[([5], [], 0), ([10, 11], [], 1), ([14, 15, 16, 17, 18, 19], [], 1)]"
the music is the best among all the indian restaurants i have visited.,"[([1], [], 1)]"
"the bread and lamb chops i had before the meal were quite good, however.","[([1], [], 1), ([3, 4], [], 1), ([9], [], 0)]"
rao's has the best service and atmosphere in nyc.,"[([4], [], 1), ([6], [], 1)]"
instead ordered an ice cold beer which to me works with indian.,"[([5], [], 1)]"
"they never brought us complimentary noodles , ignored repeated requests for sugar , and threw our dishes on the table.","[([5], [], -1), ([11], [], -1), ([16], [], -1)]"
one of the best chicken tikka masala .,"[([4, 5, 6], [], 1)]"
"excellent dumplings served amid clean, chic decor .","[([1], [], 1), ([6], [], 1)]"
"the kitchen however, is almost always slow.","[([1], [], -1)]"
"the corned beef and pastrami are excellent, much less fatty than those big tourist places around times square.","[([1, 2], [], 1), ([4], [], 1)]"
"cute place , nice wait staff but would never go there again.","[([1], [], 1), ([4, 5], [], 1)]"
"also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...","[([2], [], 1)]"
people are rude bit again it's new york!,"[([0], [], -1)]"
"the plain slice is great and if you get toppings , the whole slice is topped with them, not sparsely sprinkled on like some places.","[([1, 2], [], 1), ([9], [], 1)]"
service was also horrible and the ambience is not that great.,"[([0], [], -1), ([6], [], -1)]"
"service is great, takeout is good too.","[([0], [], 1), ([3], [], 1)]"
the pizza is overpriced and soggy.,"[([1], [], -1)]"
"everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.","[([4], [], 1), ([13], [], 1)]"
"for the quality of food , a little too expensive.","[([2, 3, 4], [], -1)]"
here's to the fake fish tanks too...,"[([4, 5], [], -1)]"
its worth the wait though.,"[([3], [], 0)]"
i've never had bad service and the fish is fresh and delicious.,"[([4], [], 1), ([7], [], 1)]"
"the first time i went, and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .","[([11, 12, 13], [], 1), ([15], [], 1), ([20, 21, 22], [], 0)]"
we decided to eat in tea room which was small and cute.,"[([5, 6], [], 1)]"
what an amazing meal and experience!,"[([3], [], 1)]"
unique apppetizers .,"[([1], [], 1)]"
"the staff has always been attentive and kind, and i've always been amazed at how they've handled all the various different group sizes that come in.","[([1], [], 1)]"
it is the best deal in town for a monday night dinner at a fine restaurant.,"[([11], [], 1)]"
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side .","[([2], [], -1), ([10], [], 0), ([13], [], 0)]"
"the wait here is long for dim sum , but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.","[([1], [], -1), ([6, 7], [], 0), ([15], [], 1), ([21, 22, 23], [], 0)]"
"this place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.","[([19], [], -1), ([21, 22], [], 0)]"
"everything is always cooked to perfection, the service is excellent, the decor cool and understated.","[([7], [], 1), ([11], [], 1)]"
the thai food is good.,"[([1, 2], [], 1)]"
"great selection of wine , and seafood .","[([1, 2, 3], [], 1), ([6], [], 1)]"
acceptable prices .,"[([1], [], 1)]"
we were seated at the sushi bar in front of yasuda.,"[([5, 6], [], 0)]"
"as i made the title, it's an affordable restaurant for great taste .","[([11], [], 1)]"
definitely not worth the price !,"[([4], [], -1)]"
"orsay, is a very pleasnt throw back to traditional french food , and french service as well.","[([9, 10], [], 1), ([14], [], 1)]"
it's easy to get a table for a large group and you don't get hustled out.,"[([5], [], 1)]"
great food at reasonable prices .,"[([1], [], 1), ([4], [], 1)]"
salads are a delicious way to begin the meal .,"[([0], [], 1), ([8], [], 1)]"
"i ordered tamarind duck and my wife ordered noodles with ground beef , and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.","[([2, 3], [], 1), ([8, 9, 10, 11], [], 1), ([22], [], 1), ([24, 25], [], 1)]"
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,"[([17], [], 1)]"
the prices are about $9 for an entree for dinner and even less for lunch .,"[([1], [], 1), ([7], [], 1), ([9], [], 0), ([14], [], 1)]"
and you can't beat the prices .,"[([5], [], 1)]"
should you happen to be impressed by the cuisine definitely try it.,"[([8], [], 1)]"
"i had the black cod with yuzu sauce , which was wonderful.","[([3, 4, 5, 6, 7], [], 1)]"
prices too high for this cramped and unappealing resturant.,"[([0], [], -1)]"
total hipster-wannabe attitude in an otherwise sweet spot .,"[([7], [], 1)]"
"yes, there might be a wait if you have no reservations .","[([5], [], -1), ([10], [], 0)]"
"everything, from the soft bread , soggy salad , and 50 minute wait time, with an incredibly rude service to deliver below average food .","[([4], [], -1), ([7], [], -1), ([12], [], -1), ([18], [], -1), ([23], [], -1)]"
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!,"[([1], [], 1), ([16], [], 1)]"
downstairs lounge is always a good attraction,"[([0, 1], [], 1)]"
the menu prices are a bit expensive for what you get in quality and portion size .,"[([1, 2], [], -1), ([12], [], -1), ([14, 15], [], -1)]"
"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","[([1], [], 1), ([6], [], 1)]"
"( food was delivered by a busboy , not waiter ) we got no cheese offered for the pasta , our water and wine glasses remained empty our entire meal , when we would have easily spent another $20 on wine .","[([1], [], 0), ([6], [], -1), ([9], [], -1), ([14], [], -1), ([18], [], -1), ([21, 22, 23, 24], [], -1), ([29], [], 0), ([40], [], 0)]"
the takeout is great too since they give high quality tupperware as well.,"[([1], [], 1)]"
"the food was not fresh, the sauces were bland and very oily.","[([1], [], -1), ([6], [], -1)]"
could be pricey without a prix fixe meal .,"[([5, 6, 7], [], -1)]"
this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive.,"[([6], [], 1), ([10], [], 1), ([16, 17], [], 1)]"
one of us actually liked the expresso - that's it.,"[([6], [], 1)]"
"again, the waitress was awesome.","[([2], [], 1)]"
i loved everythig about it-especially the shows and actors .,"[([6], [], 1), ([8], [], 1)]"
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,"[([1], [], 1), ([8], [], 1), ([17, 18], [], 1), ([23], [], 0)]"
"the food was just ok, i would never go back.","[([1], [], 0)]"
zero ambiance to boot.,"[([1], [], -1)]"
scalina fedeli reminded me why service is so integral to fine dining .,"[([5], [], 1), ([11], [], 1)]"
i recommend the thai popcorn :),"[([3, 4], [], 1)]"
"everything looks great, the drinks , the decor , the food , even the people.","[([4], [], 1), ([7], [], 1), ([10], [], 1)]"
as soon as my father lifted his pen from the check a chef appeared to usher us out.,"[([10], [], 0), ([12], [], -1)]"
the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,"[([1], [], 1), ([3], [], 1)]"
the tuna and wasabe potatoes are excellent.,"[([1], [], 1), ([3, 4], [], 1)]"
the only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls ).,"[([5, 6, 7], [], -1), ([24, 25, 26], [], -1)]"
my fiance took me to scopa last week for my birthday and i couldn't believe the food .,"[([16], [], 1)]"
ummm...the beer was cold.,"[([1], [], 1)]"
"we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink , on the house.","[([3], [], 1), ([7], [], 1), ([16, 17, 18], [], 1)]"
"good crowd, good outdoor seating , with a hip japanese vibe .","[([3, 4], [], 1), ([10], [], 1)]"
"even with the prix fixe pricing , this restaurant is not worth it.","[([3, 4, 5], [], 0)]"
"we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.","[([18], [], -1), ([28], [], 0)]"
"good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.","[([7], [], 1)]"
"however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.","[([16], [], 1)]"
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch .","[([1], [], -1), ([19], [], 1), ([41, 42], [], 0), ([44], [], 0)]"
"the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.","[([1], [], -1), ([5], [], 0), ([16], [], -1)]"
"the view is spectacular, and the food is great.","[([1], [], 1), ([6], [], 1)]"
"the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food , the line reached the door.","[([1], [], 0), ([22], [], 0)]"
good bagels and good cream cheese .,"[([1], [], 1), ([4, 5], [], 1)]"
"the food is wonderful, tasty and filling, and the service is professional and friendly.","[([1], [], 1), ([9], [], 1)]"
it is also extremely well priced .,"[([5], [], 1)]"
always great service !,"[([2], [], 1)]"
i am happy i did the food was awsome.,"[([6], [], 1)]"
"we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone.","[([3, 4], [], -1), ([16], [], -1), ([20], [], -1)]"
a bit breezy up there on the mezzanine from the wind coming from the tracks.,"[([7], [], -1)]"
i went to df for valentines day dinner .,"[([5, 6, 7], [], 0)]"
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","[([3, 4], [], 1), ([6, 7], [], 1), ([10, 11], [], 1), ([15, 16, 17, 18], [], 1)]"
i loved the shows .,"[([3], [], 1)]"
we could have made a meal of the yummy dumplings from the dumpling menu .,"[([5], [], 1), ([9], [], 1), ([12, 13], [], 1)]"
the aesthetics of this place are like an airport lounge.,"[([1], [], -1), ([4], [], -1)]"
"then, get ripped on free box wine .","[([5, 6], [], 1)]"
my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,"[([18], [], 1)]"
"if you don't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","[([7], [], -1), ([10], [], -1), ([13, 14], [], -1)]"
the food itself was just ok - nothing spectacular - but the service was awful.,"[([1], [], 0), ([12], [], -1)]"
the pizza is yummy and i like the atmoshpere .,"[([1], [], 1), ([8], [], 1)]"
"as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at taj mahal.","[([24], [], -1)]"
"also, don't plan on asking for your favorite roll , if it's not on the menu , you can't have it.","[([8], [], -1), ([15], [], -1)]"
good food .,"[([1], [], 1)]"
"those rolls were big, but not good and sashimi wasn't fresh.","[([1], [], 0), ([8], [], -1)]"
"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.","[([1, 2], [], 1), ([5, 6], [], 1), ([13, 14], [], 1)]"
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price ) and the lamb vindaloo is great.","[([3, 4], [], 1), ([16], [], 0), ([20, 21], [], 1)]"
"however, go for the ambience , and consider the food just a companion for a trip across the world!","[([4], [], 1), ([9], [], -1)]"
food was good not great not worth the wait or another visit,"[([0], [], 0), ([8], [], -1)]"
"i have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.","[([5], [], 1)]"
"when you want a piece of beef , head on over.","[([6], [], 1)]"
"delicate spices , onions , eggs and a kick-ass roti .","[([1], [], 1), ([3], [], 1), ([5], [], 1), ([9], [], 1)]"
incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant.,"[([1], [], 1), ([6], [], 1)]"
"also, if you don't want to sit at a certain table , you don't have to!","[([10], [], 1)]"
the menu has lots of options: i hope to go back to try those potato pancakes .,"[([1], [], 1), ([14, 15], [], 1)]"
as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling .,"[([28, 29], [], 1)]"
"the staff isn't the friendliest or most competent, and i am stickler for service , but everything else about this place makes up for it.","[([1], [], -1), ([13], [], -1)]"
"my wife and i will usually only order one primi and one secondi and split them, as they tend to offer large portions .","[([9], [], 1), ([12], [], 1), ([22], [], 1)]"
i've overheard comments from him to his employees that should not have been delivered in the dining area and i've been sitting there while he lectured another customer.,"[([7], [], -1), ([16, 17], [], 0)]"
delicious crab cakes too.,"[([1, 2], [], 1)]"
this was the worst dining experience i've ever had.,"[([4, 5], [], -1)]"
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,"[([17], [], 1), ([21], [], 1)]"
just bring someone who speaks cantonese because waiter may not understand you.,"[([7], [], -1)]"
the bruschetta and panini 's are so yummy!,"[([1], [], 1), ([3], [], 1)]"
"food was okay, nothing great.","[([0], [], 0)]"
every waitress and customer who passed by me bumped into my chair.,"[([1], [], 0)]"
"always popular, always full, always a wait .","[([6], [], -1)]"
it is run by the same sichuan chef who started the chain in chinatown.,"[([6, 7], [], 0)]"
"if the omakase is to showcase technique and variety, serving almost 40% of items bbq-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.","[([9], [], 0), ([17, 18, 19], [], -1), ([23], [], -1)]"
"i can't wait for summer, when they serve outside on their gigantic patio .","[([12], [], 1)]"
best pastrami i ever had and great portion without being ridiculous.,"[([1], [], 1), ([7], [], 1)]"
"if you are someone who appreciates the same things but hope to have food to spare or share, kai may not be the best option.","[([13], [], 0)]"
go here for the drinks !,"[([4], [], 1)]"
"the first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.","[([3], [], 1), ([9, 10], [], -1), ([18, 19], [], -1)]"
"butter was melted, white wine warm, cheese oozing everywhere.","[([0], [], -1), ([3, 4], [], -1), ([6], [], -1)]"
we had a party in their private room and they made it truly memorable and were very helpful in the planning.,"[([6, 7], [], 0)]"
"it cannot be the ambience , because the place is very cramped and some guests have to sit in an aisle .","[([4], [], -1), ([8], [], -1), ([20], [], -1)]"
