sentences,aos
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"[([6], [], 1), ([10], [], 1)]"
"great food great prices, great s service","[([1], [], 1), ([6], [], 1)]"
"if you are looking for a good quality, cheap eats - this is the place.","[([9], [], 1), ([9], [], 1)]"
it's a perfect place to have a amanzing indian food,"[([8, 9], [], 1)]"
i really loved the different and inovated touch that's the cheff gives to the food.,"[([10], [], 1)]"
also it's great to have dinner in a very romantic and confortable place the s service t's just perfect...they're so frendly that we never want to live the place!,"[([12], [], 1), ([15], [], 1)]"
"their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.","[([1], [], -1)]"
great bagels made the old-fashioned way.,"[([1], [], 1), ([1], [], 1)]"
drawbacks: service is slow and they don't toast!,"[([1], [], -1)]"
the food was absolutely amazing!!,"[([1], [], 1)]"
the baked clams octopus we shared as appetizers were the best we've ever had!!,"[([1, 2, 3], [], 1)]"
"the lamb was tender so full of flavor, the dessert was divine!!","[([1], [], 1), ([9], [], 1)]"
the waiter was attentive.,"[([1], [], 1)]"
the place itself is beautiful the bar scene seems to be happening.,"[([1], [], 1), ([6, 7], [], 1)]"
"downtown dinner 2002 - prixe fix: appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.","[([6], [], 0), ([9], [], -1), ([15, 16, 17], [], 1)]"
small servings for main entree i had salmon (wasnt impressed) girlfriend had chicken it was good.,"[([7], [], -1), ([12], [], 1), ([1, 2, 3, 4], [], -1)]"
dessert is a joke...dont bother,"[([0], [], -1)]"
"volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","[([20], [], 1)]"
"the restaurant has a family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.","[([1], [], 1), ([12], [], 1), ([17], [], 1)]"
"the anti-pasta was excellent, especially the calamari as were the filling p pasta mains","[([1], [], 1), ([6], [], 1), ([12, 13], [], 1), ([12, 13], [], 1)]"
the wine list is extensive and can easily hike up an otherwise reasonably priced meal,"[([1, 2], [], 1), ([14], [], 1)]"
"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","[([11, 12, 13], [], 1)]"
fantastic place,"[([1], [], 1)]"
lucky strike is a great casual place to just grab a bite to eat.,"[([0, 1], [], 1)]"
great food great d decor great service,"[([1], [], 1), ([4], [], 1), ([6], [], 1)]"
"this is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","[([4], [], 1)]"
(always ask the bartender for the seasonal beer !!,"[([6, 7], [], 1)]"
excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,"[([1], [], 1)]"
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed!,"[([10, 11], [], 1)]"
what a great place,"[([3], [], 1)]"
not the typical nyc gimmick theme restaurant,"[([6], [], 1)]"
a cool bar with great food and tons of excellent b beer,"[([2], [], 1), ([5], [], 1), ([11], [], 1), ([11], [], 1)]"
the shrimp scampi was excellent and the antipasti were plentiful.,"[([1, 2], [], 1), ([7], [], 1)]"
"if you venture off the island of manhattan and can't seem to find a great italian restaurant, drive to corona","[([19], [], 1)]"
the only thing more wonderful than the food (which is exceptional) is the service,"[([7], [], 1), ([13], [], 1)]"
the only thing the waiters don't do for you is wipe your chin when you leave.,"[([4], [], 1)]"
cozy romantic atomosphere with only around 15 tables at most.,"[([2], [], 1)]"
service was very prompt but slightly rushed.,"[([0], [], 1)]"
"food was very good, but not what i would consider out of this world.","[([0], [], 0)]"
too bad the food wasn't of the same heritage.,"[([3], [], -1)]"
"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle","[([1, 2, 3, 4], [], -1), ([10, 11], [], -1)]"
but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.,"[([9], [], -1)]"
i really liked this place,"[([4], [], 1)]"
this place has the best chinese style bbq ribs in the city.,"[([7, 8], [], 1), ([7, 8], [], 1)]"
i also recommend the rice dishes or the different varieties of congee (rice porridge),"[([4, 5], [], 1), ([11, 12, 13], [], 1)]"
it's definately not a place to go if you want to impress someone.,"[([4], [], -1)]"
"however, if you want great food at a great price and don't mind the decor you can't beat this place.","[([5], [], 1), ([14], [], 0), ([5], [], 1)]"
quick and friendly service,"[([3], [], 1)]"
"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling you'd never know there was a world outside.","[([5, 6, 7], [], 1), ([14], [], 1)]"
"the food is wonderful, tasty and filling, and the service is professional and friendly.","[([1], [], 1), ([1], [], 1), ([9], [], 1)]"
"i can't wait for summer, when they serve outside on their gigantic patio","[([12], [], 1)]"
i recently tried suan and i thought that it was great.,"[([3], [], 1)]"
this little place definitely exceeded my expectations and you sure get a lot of food for your money.,"[([14], [], 1), ([2], [], 1), ([14], [], 1)]"
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"[([1], [], 1), ([8], [], 1), ([17, 18], [], 1)]"
good food,"[([1], [], 1)]"
good drink,"[([1], [], 1)]"
i have never had cheescake like this.,"[([4], [], 1)]"
great spot whether looking for a couple of drinks or quiet dinner.,"[([1], [], 1), ([1], [], 1)]"
warm and friendly in the winter and terrific outdoor seating in the warmer months.,"[([8, 9], [], 1)]"
the food is great and they have a good selecion of wines at reasonable prices.,"[([1], [], 1), ([11], [], 1), ([11], [], 1)]"
"while the ambiance and atmosphere were great, the food and service could have been a lot better.","[([2], [], 1), ([4], [], 1), ([8], [], -1), ([10], [], -1)]"
"we ordered the chicken casserole but what we got were a few small pieces of chicken, all dark meat and on the bone.","[([3, 4], [], -1), ([3, 4], [], -1)]"
"i've been to sapphire twice and both times the food was fine, if not good.","[([9], [], 1)]"
stick with the chicken b beef and lamb dishes,"[([3], [], 1), ([5], [], 1), ([7, 8], [], 1)]"
"service is friendly, and never had a problem walking in and getting a table.","[([0], [], 1)]"
skip dessert,"[([1], [], -1)]"
best reuben sandwich ever!,"[([1, 2], [], 1)]"
don't miss bloom's on your next trip to manhatten.,"[([2], [], 1)]"
"it was the first place we ate on our first trip to new york, and it will be the last place we stop as we head out of town on our next trip to new york.","[([20], [], 1)]"
thanks bloom's for a lovely trip.,"[([1], [], 1)]"
"the food was not fresh, the sauces were bland and very oily.","[([1], [], -1), ([6], [], -1)]"
pizza was a little soggy.,"[([0], [], -1)]"
ravioli was good...but i have to say that i found everything a bit overpriced.,"[([0], [], 1)]"
not enough wines by the glass either.,"[([2, 3, 4, 5], [], -1)]"
"service however, was excellent...and i liked the setting/atmosphere a lot.","[([0], [], 1), ([7], [], 1)]"
"food was just average...if they lowered the prices just a bit, it would be a bigger draw.","[([0], [], 0)]"
this place is a great bargain.,"[([1], [], 1)]"
authentic pakistani food,"[([1, 2], [], 1)]"
people are always friendly.,"[([0], [], 1)]"
"just straight up cheap, good food","[([5], [], 1), ([5], [], 1)]"
faan is sooo good.,"[([0], [], 1)]"
the best pad thai i've ever had.,"[([2, 3], [], 1)]"
the design and atmosphere is just as good.,"[([1], [], 1), ([3], [], 1)]"
bottles of wine are cheap and good.,"[([0, 1, 2], [], 1), ([0, 1, 2], [], 1)]"
the food was actually aweful.,"[([1], [], -1)]"
"the mussles were the fishiest things i've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... it was disgusting.","[([1], [], -1), ([10], [], -1), ([14, 15, 16], [], -1), ([23, 24, 25], [], -1)]"
nice atmosphere the s service as very pleasant and the desert was good.,"[([1], [], 1), ([4], [], 1), ([10], [], 1)]"
the jukebox plays everything from italian opera to the strokes.,"[([1], [], 1)]"
"the food is amazing, rich pastas and fresh doughy pizza","[([1], [], 1), ([5], [], 1), ([9], [], 1)]"
best of all is the warm vibe the o owner s super friendly and service is fast.,"[([6], [], 1), ([9], [], 1), ([14], [], 1)]"
go here for the drinks,"[([4], [], 1)]"
the drinks are amazing and half off till 8pm.,"[([1], [], 1), ([1], [], 1)]"
ask for usha the nicest bartender in manhattan.,"[([2], [], 1)]"
my fav was the sassy lassi ..,"[([4, 5], [], 1)]"
this is an amazing place to try some roti rolls,"[([8, 9], [], 1)]"
i really recommend the very simple unda (egg) rolls,"[([6, 7, 8], [], 1)]"
delicate spices o onions eggs and a kick-ass roti,"[([1], [], 1), ([3], [], 1), ([4], [], 1), ([8], [], 1)]"
"toons has recently been redone, so it's now a very attractive space.","[([0], [], 1)]"
the food s as good as ever.,"[([1], [], 1)]"
in an area sadly lacking in decent thai food this is one of the best spots.,"[([7, 8], [], 1)]"
went here last night - nice decor good s service but the food was surprisingly excellent.,"[([6], [], 1), ([9], [], 1), ([12], [], 1)]"
"the portions are huge, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","[([1], [], 0)]"
best drumsticks over rice and sour spicy soup in town!,"[([1, 2, 3], [], 1), ([5, 6, 7], [], 1)]"
beef noodle soup is good as well.,"[([0, 1, 2], [], 1)]"
the service is good and the resturant is clean.,"[([1], [], 1), ([6], [], 1)]"
best taiwanese food in ny!,"[([1, 2], [], 1)]"
i have been to rao's probably 15 times the past 3 years and it keeps getting better.,"[([4], [], 1)]"
rao's has the best service and atmosphere in nyc.,"[([4], [], 1), ([6], [], 1)]"
my roommate and i love this place,"[([6], [], 1)]"
"we recently decided to try this location, and to our delight, they have outdoor seating perfect since i had my yorkie with me.","[([13, 14], [], 1)]"
indoor was very cozy and cute.,"[([0], [], 1)]"
"the portion sizes here are huge, and the sushi is good.","[([1, 2], [], 1), ([8], [], 1)]"
staff is very accomodating.,"[([0], [], 1)]"
"excellent dumplings served amid clean, chic decor","[([1], [], 1), ([6], [], 1)]"
i got the $10 10-piece dim sum combo every bite of which was great.,"[([3, 4, 5, 6, 7], [], 1)]"
the decor is very simple but comfortable.,"[([1], [], 1)]"
the food was delicious but do not come here on a empty stomach.,"[([1], [], 1), ([1], [], -1)]"
the portions are small but being that the food was so good makes up for that.,"[([1], [], -1), ([8], [], 1)]"
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"[([4, 5], [], 1), ([14, 15, 16], [], 1)]"
the staff there is very attentive and down to earth.,"[([1], [], 1)]"
great indian food and the service is incredible.,"[([1, 2], [], 1), ([5], [], 1)]"
the owner truly caters to all your needs.,"[([1], [], 1)]"
great food and the prices are very reasonable.,"[([1], [], 1)]"
the food here does a great service to the name (cantonese that is...).,"[([1], [], 1)]"
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,"[([6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [], 1)]"
this dish is my favorite and i always get it when i go there and never get tired of it.,"[([1], [], 1)]"
try the congee and the donut like deep fried dough they call ow ley soh a delicious and sweet tasting bread.,"[([2], [], 1), ([12, 13, 14], [], 1)]"
simply some good tasting chinese food at incredible prices...,"[([4, 5], [], 1), ([4, 5], [], 1)]"
service is not what you are coming here for...,"[([0], [], -1)]"
big wong is a great place to eat and fill your stomach.,"[([0, 1], [], 1)]"
"whoever the jazz duo was, they were on point.","[([2, 3], [], 1)]"
good music great f food speedy service affordable prices.,"[([1], [], 1), ([4], [], 1), ([6], [], 1)]"
even the wine by the glass was good.,"[([2, 3, 4, 5], [], 1)]"
consistently good japanese tapas,"[([2, 3], [], 1)]"
always good drinks and service is pretty good;,"[([2], [], 1), ([4], [], 1)]"
atmosphere is nice and relaxed too...,"[([0], [], 1)]"
a great place to meet up for some food and drinks...,"[([2], [], 1)]"
yakitori (bbq meats) is tasty too.,"[([0, 1, 2], [], 1)]"
if you don't mind pre-sliced low quality fish unfriendly s staff nd a sushi chef that looks like he is miserable then this is your place.,"[([7], [], -1), ([10], [], -1), ([13, 14], [], -1)]"
price and quality of fish alone will keep us from making a return visit.,"[([4], [], -1), ([4], [], -1)]"
wasn't going to share but i feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,"[([17], [], -1)]"
"this place which is only a few months old, is perhaps queens' biggest secret!","[([1], [], 1)]"
"fabulous decor - makes you feel like you're in a trendy manhattan restaurant, very very good food cheaply-priced, generally friendly s staff and if you're a manhattanite, or spend most of your time in manhattan, rice avenue will make you feel at home.....very soho/village/upper west side minus the expensive prices and pretentious clientele.....all on roosevelt avenue!","[([1], [], 1), ([16], [], 1), ([16], [], 1), ([21], [], 1), ([35, 36], [], 1), ([35, 36], [], 1), ([35, 36], [], 1)]"
we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,"[([6], [], -1)]"
"one would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","[([16], [], -1)]"
"with so many good restaurants on the uws, i don't need overpriced food absurdly arrogant w wait-staff ho don't recognize they work at a glorified diner, clumsy service and m management hat doesn't care.","[([12], [], -1), ([16], [], -1), ([27], [], -1), ([30], [], -1)]"
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,"[([19], [], -1), ([24], [], -1), ([24], [], -1)]"
the food is okay and the prices here are mediocre.,"[([1], [], 0)]"
baluchi's has solid food and a nice decor at reasonable prices.,"[([3], [], 1), ([7], [], 1), ([0], [], 1)]"
the only problem is that the manager is a complete incompetent.,"[([6], [], -1)]"
he offers subpar service and has no personality.,"[([3], [], -1)]"
there is no excuse for such lousy service,"[([7], [], -1)]"
i have never before eaten 40 pieces of relatively good nigiri,"[([10], [], 0)]"
$20 for all you can eat sushi cannot be beaten.,"[([2, 3, 4, 5, 6], [], 1)]"
"i went to areo on a sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.","[([3], [], 1)]"
"most of the servers are very attentive, friendly and quite attractive.","[([3], [], 1)]"
"the vibe is very relaxed and cozy, service was great and the food was excellent!","[([1], [], 1), ([7], [], 1), ([12], [], 1)]"
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went.,"[([0], [], 1), ([5, 6, 7, 8, 9, 10, 11], [], 1)]"
i would highly recommand requesting a table by the window,"[([6, 7, 8, 9], [], 1)]"
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"[([14], [], 1), ([22], [], 1)]"
the food is great.,"[([1], [], 1)]"
personal pans are the perfect size for those hungry nights.,"[([0, 1], [], 1)]"
there is a downside if you're ordering in -- the delivery guys have major attitude.,"[([10, 11], [], -1)]"
never have i had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c i live in a walkup) who always seem disappointed with their tips.,"[([6, 7], [], -1)]"
"love the scene first off- the place has a character and nice light to it..very fortunate, location wise.","[([2], [], 1), ([6], [], 1), ([16], [], 1)]"
the pizza was pretty good and huge.,"[([1], [], 1), ([1], [], 1)]"
we were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,"[([8, 9, 10, 11], [], 1)]"
"the pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol","[([1, 2], [], -1), ([1, 2], [], -1)]"
"la rosa waltzes in, and i think they are doing it the best.","[([0, 1], [], 1)]"
"interesting selection good wines s service ine, fun decor","[([3], [], 1), ([5], [], 1), ([8], [], 1), ([1], [], 1)]"
"i found it on a cold night, the perfect spot to warm up.","[([9], [], 1)]"
i recieved prompt service with a smile.,"[([3], [], 1)]"
this place blew me away...by far my new favorite restaurant on the uppereast side.,"[([1], [], 1)]"
the wine list is extensive and impressive.,"[([1, 2], [], 1)]"
love the atmosphere - felt like i was in paris.,"[([2], [], 1)]"
the mussels were fantastic and so was the dessert ..definitely going to be back very soon.,"[([1], [], 1), ([8], [], 1)]"
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,"[([17], [], 1), ([21], [], 1)]"
"over the years the host vittorio, and his c crew have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","[([4], [], 1), ([9], [], 1)]"
i've also been amazed at all the new additions in the past few years: a new jazz bar the most fantastic dining garden the best th thin crust pizzas nd now a l lasagna menu hich is to die for (these are not your average lasagnas)!,"[([21, 22], [], 1), ([16, 17], [], 1), ([26, 27, 28], [], 1), ([33, 34], [], 1)]"
i love this place,"[([3], [], 1)]"
i have to say i have never had a disapointing meal here.,"[([10], [], 1)]"
we could have made a meal of the yummy dumplings from the dumpling menu.,"[([9], [], 1)]"
luckily we saved room for the bbq salmon s sea bass nd crispy duck,"[([6, 7], [], 1), ([9, 10], [], 1), ([12, 13], [], 1)]"
